1,416002001,2,交流电压过高告警,0,0,1800,0,1,
2,416003001,2,交流电压过低告警,0,0,1800,0,1,
3,416004001,2,交流缺相告警,0,0,1800,0,1,
4,416001001,2,交流输入停电告警,0,0,1800,1,1,
5,416005001,2,第1路（市电）电压过低告警,0,0,1800,0,1,
6,416006001,2,第2路（油机）有电压告警,0,0,1800,0,1,
7,416201001,4,时钟同步,0,0,1800,0,1,
8,416121001,3,设备系统时间,0,0,1800,0,1,
9,416104001,3,A相电压Ua,0,0,1800,0,1,V
10,416105001,3,B相电压Ub,0,0,1800,0,1,V
11,416106001,3,C相电压Uc,0,0,1800,0,1,V
12,416107001,3,第1路A相电流Ia,0,0,1800,0,1,A
13,416108001,3,第1路B相电流Ib,0,0,1800,0,1,A
14,416109001,3,第1路C相电流Ic,0,0,1800,0,1,A
15,416110001,3,零序电流Io,0,0,1800,0,1,A
16,416111001,3,第1路A相有功功率Pa,0,0,1800,0,1,KW
17,416112001,3,第1路B相有功功率Pb,0,0,1800,0,1,KW
18,416113001,3,第1路C相有功功率Pc,0,0,1800,0,1,KW
19,416114001,3,第1路A相无功功率Qa,0,0,1800,0,1,Kvar
20,416115001,3,第1路B相无功功率Qb,0,0,1800,0,1,Kvar
21,416116001,3,第1路C相无功功率Qc,0,0,1800,0,1,Kvar
22,416117001,3,第1路功率因素PF,0,0,1800,0,1,
23,416118001,3,频率F,0,0,1800,0,1,Hz
24,416119001,3,第1路正向有功电能,0,0,1800,0,1,Kwh
25,416120001,3,第1路正向无功电能,0,0,1800,0,1,KvarH
26,416124001,3,第1路CT值,0,0,1800,0,1,
27,416125001,3,第1路PT值,0,0,1800,0,1,
