1,406001001,2,电池01熔丝故障告警,0,0,1800,0,1,
2,406001002,2,电池02熔丝故障告警,0,0,1800,0,1,
3,406002001,2,电池1充电过流告警,0,0,1800,0,1,
4,406002002,2,电池2充电过流告警,0,0,1800,0,1,
5,406003001,2,电池1温度过高告警,0,0,1800,0,1,
6,406003002,2,电池2温度过高告警,0,0,1800,0,1,
7,406004001,2,电池放电不平衡告警,0,0,1800,0,1,
8,406005001,2,电池供电告警,0,0,1800,1,1,
9,406007001,2,负载熔丝1故障告警,0,0,1800,1,1,
10,406007002,2,负载熔丝2故障告警,0,0,1800,1,1,
11,406007003,2,负载熔丝3故障告警,0,0,1800,1,1,
12,406007004,2,负载熔丝4故障告警,0,0,1800,1,1,
13,406007005,2,负载熔丝5故障告警,0,0,1800,1,1,
14,406007006,2,负载熔丝6故障告警,0,0,1800,1,1,
15,406007007,2,负载熔丝7故障告警,0,0,1800,1,1,
16,406007008,2,负载熔丝8故障告警,0,0,1800,1,1,
17,406007009,2,负载熔丝9故障告警,0,0,1800,1,1,
18,406007010,2,负载熔丝10故障告警,0,0,1800,1,1,
19,406007011,2,负载熔丝11故障告警,0,0,1800,1,1,
20,406007012,2,负载熔丝12故障告警,0,0,1800,1,1,
21,406007013,2,负载熔丝13故障告警,0,0,1800,1,1,
22,406007014,2,负载熔丝14故障告警,0,0,1800,1,1,
23,406007015,2,负载熔丝15故障告警,0,0,1800,1,1,
24,406007016,2,负载熔丝16故障告警,0,0,1800,1,1,
25,406007017,2,负载熔丝17故障告警,0,0,1800,1,1,
26,406007018,2,负载熔丝18故障告警,0,0,1800,1,1,
27,406007019,2,负载熔丝19故障告警,0,0,1800,1,1,
28,406007020,2,负载熔丝20故障告警,0,0,1800,1,1,
29,406008001,2,直流输出电压过低告警,0,0,1800,0,1,
30,406009001,2,直流输出电压过高告警,0,0,1800,0,1,
31,406012001,2,监控模块故障告警,0,0,1800,0,1,
32,406014001,2,交流输入A相电压过高告警,0,0,1800,0,1,
